age,monthly_income,employment_status,num_loans,num_defaults,num_paid_loans,on_time_payment_rate,num_vouches,num_savings,total_saved,is_verified,num_mobile_accounts,loan_amount,loan_duration_days,target
35,287926,0,9,2,7,0.69,5,16,149904,1,2,341313,90,0
65,142098,1,6,1,5,0.78,2,11,43567,1,0,255622,60,0
18,325113,1,4,0,4,0.54,3,11,60432,1,0,393630,180,0
56,122863,1,8,2,6,0.94,6,6,49398,0,0,243497,90,0
28,163795,3,0,0,0,0.67,0,19,156711,0,2,423830,60,1
21,209831,0,2,0,2,0.63,7,13,50494,0,1,325395,180,1
26,27950,0,9,0,9,0.94,3,6,47859,1,0,11302,180,1
39,121452,1,10,2,8,0.83,6,4,142966,1,1,135895,180,0
54,498981,3,6,0,6,0.75,0,17,178648,1,0,337286,60,1
56,202844,2,6,0,6,0.53,7,20,65395,0,1,233543,30,0
58,411918,1,0,0,0,0.93,5,1,92613,0,0,276553,180,0
53,86754,0,10,1,9,0.94,2,10,69223,1,0,192258,180,1
45,419190,3,1,0,1,0.66,4,1,49024,1,0,342552,90,0
61,90003,2,4,2,2,0.53,4,20,152784,1,0,371707,180,1
20,199745,1,8,2,6,0.66,6,2,165663,1,1,466811,30,0
48,147164,3,6,2,4,0.53,6,2,191309,1,2,32287,30,0
41,379498,1,6,3,3,0.63,4,2,89436,1,1,170066,30,0
36,170582,0,9,2,7,0.82,6,19,71257,0,2,351115,90,0
42,133058,0,4,1,3,0.69,1,14,179424,0,1,376325,30,0
25,330921,0,9,3,6,0.79,6,5,74577,0,0,266249,60,1
51,305175,3,2,0,2,0.96,5,1,145434,1,1,206140,90,1
45,150214,2,1,0,1,0.54,5,13,71472,0,0,139381,60,0
48,423098,1,9,1,8,0.74,1,2,65979,0,2,54001,180,0
24,395537,2,8,0,8,0.65,7,8,116289,0,1,243033,180,0
41,331649,0,3,0,3,0.57,7,11,14250,1,0,452449,30,0
61,75628,2,7,1,6,0.73,4,16,179801,0,2,148420,180,0
21,149919,0,10,0,10,0.62,0,4,134238,1,1,107552,30,0
61,345996,3,9,1,8,0.95,1,15,6573,0,0,357665,180,0
32,495252,1,6,1,5,0.52,4,4,127255,1,1,253689,180,0
18,466237,0,2,1,1,0.89,5,6,14639,1,0,229542,60,0
37,391376,3,3,2,1,0.71,1,4,143340,1,1,49442,90,1
35,60921,3,3,0,3,0.57,2,1,51966,0,0,109474,90,1
26,69409,3,4,1,3,0.84,1,13,178210,0,1,173757,30,0
22,85336,3,4,1,3,0.95,4,4,53943,1,1,474207,30,0
46,304402,0,3,3,0,0.56,6,15,123630,0,2,99203,90,0
53,482347,1,1,1,0,0.85,5,19,5239,1,1,408703,180,0
62,121242,3,2,0,2,0.97,7,14,196225,0,2,282472,90,0
18,412297,2,1,0,1,0.97,6,4,194976,0,2,360491,180,1
18,410596,2,2,2,0,0.94,1,18,84560,0,1,286348,90,0
64,138207,1,10,0,10,0.83,6,17,86186,0,1,14058,30,0
64,323725,3,10,3,7,0.86,5,2,38322,0,2,317364,90,0
41,171755,1,8,2,6,0.84,5,20,182125,0,1,329954,180,0
62,205339,0,1,1,0,0.66,3,13,78739,0,1,320860,90,0
41,135323,1,4,3,1,0.83,6,20,172847,1,0,308656,90,0
35,478789,1,8,1,7,0.9,1,19,75905,1,2,324038,30,0
56,345604,2,1,0,1,0.77,7,18,63735,1,2,485835,180,1
55,48327,0,3,1,2,0.61,5,10,30211,1,1,295991,60,1
45,373972,0,7,2,5,0.9,5,6,107921,1,2,467574,180,0
37,87675,2,3,3,0,0.9,1,14,62001,1,0,96867,30,0
20,131286,1,3,1,2,0.74,1,19,44282,0,0,101679,60,0
38,34082,0,1,0,1,0.86,3,11,18268,1,1,338852,180,1
32,171299,3,1,0,1,0.58,2,16,155667,0,0,192418,60,0
55,204470,0,5,0,5,0.55,3,18,919,1,1,193375,60,0
37,317345,1,6,2,4,0.93,3,7,168312,1,1,470810,180,0
48,139746,3,1,0,1,0.97,4,7,131667,0,2,77882,60,0
48,304803,3,9,3,6,0.6,4,14,163500,0,2,392143,60,0
32,120581,1,7,3,4,0.59,1,15,159844,0,2,416340,90,0
61,339927,3,7,2,5,0.99,7,19,120799,1,1,148828,30,0
43,305063,3,10,3,7,0.92,1,11,5599,1,0,467608,180,0
19,285732,0,2,1,1,0.65,7,13,73752,1,1,224818,30,0
42,339390,2,9,1,8,0.79,6,13,79448,1,1,118950,30,1
36,312782,3,3,1,2,0.79,2,15,77934,0,1,450214,180,1
54,239489,1,9,1,8,0.8,5,3,79050,1,1,488419,90,0
32,335157,1,6,3,3,0.97,5,15,18623,0,0,184976,30,0
32,454863,0,10,3,7,0.91,4,17,71826,1,2,81125,90,0
26,269356,0,5,0,5,0.75,1,19,49594,0,0,15543,30,0
34,285698,2,9,1,8,0.51,1,6,84748,1,1,429416,90,1
23,73606,1,7,3,4,0.61,1,2,64842,0,2,383542,60,0
51,136821,0,2,1,1,0.82,3,18,44705,0,2,155225,90,0
21,305363,3,5,3,2,0.63,4,19,189288,0,2,227685,180,0
46,92678,0,8,0,8,0.68,2,16,49192,1,2,165154,90,0
49,434777,0,7,2,5,0.58,4,17,124863,0,2,46343,180,0
45,285477,1,7,2,5,0.98,1,17,136631,0,2,370404,90,0
62,136189,2,8,3,5,0.72,6,19,15729,0,1,85261,180,0
59,426799,2,2,1,1,0.73,2,12,171909,0,2,161682,90,0
34,323131,1,4,1,3,0.81,1,13,77861,1,0,356771,180,0
45,87050,1,1,0,1,0.61,2,17,37293,0,0,82539,90,1
35,484088,1,1,1,0,0.59,6,10,36165,1,2,265365,30,0
19,430769,1,2,2,0,0.59,6,9,47199,1,2,335399,60,0
59,443230,3,3,3,0,0.65,4,1,97264,0,2,154442,60,0
30,301837,2,0,0,0,0.75,3,6,173531,1,2,406073,180,1
53,64263,0,0,0,0,0.93,6,19,145647,1,2,8887,60,1
40,27416,2,7,0,7,0.69,6,12,138218,0,2,394134,90,0
58,125631,2,3,2,1,0.97,0,15,33600,1,0,94432,30,0
59,217809,1,7,1,6,0.53,1,13,199841,0,0,126612,30,1
59,428825,1,5,2,3,0.73,1,9,146528,0,1,336651,90,0
21,471061,1,8,2,6,0.72,1,19,18926,1,0,302184,90,0
58,138188,3,3,3,0,0.84,5,14,54226,0,1,307606,30,0
53,221086,0,0,0,0,0.5,7,5,121459,1,0,339271,60,0
58,99652,2,1,1,0,0.72,4,18,7087,1,0,490605,30,0
55,444601,2,0,0,0,0.54,6,14,134481,1,0,231830,180,0
53,366403,1,7,0,7,0.53,4,2,115395,1,0,265122,90,0
43,321397,3,4,3,1,0.69,2,18,126167,1,0,253680,90,0
26,270735,2,1,0,1,0.84,7,9,16070,0,2,92706,180,0
40,164241,2,3,3,0,0.78,0,15,78859,0,1,357249,30,1
60,379694,2,7,1,6,0.58,5,2,118396,0,0,170957,90,0
58,39435,0,4,3,1,0.52,5,5,77035,1,2,234456,90,0
61,159230,3,5,3,2,0.67,6,9,197887,0,1,62277,60,0
30,222618,0,8,2,6,0.88,2,17,177816,1,1,95792,30,1
18,381446,0,0,0,0,0.9,0,16,97087,1,0,418505,60,1
62,178779,0,9,1,8,0.97,6,19,107995,1,2,331305,30,1
19,83630,0,0,0,0,0.6,1,2,67194,0,1,21929,180,0
49,197606,0,6,2,4,0.6,2,1,153188,1,0,34912,30,0
35,218258,1,9,0,9,0.86,5,6,116579,0,1,445005,90,0
62,270776,0,0,0,0,0.72,6,10,62668,1,2,190707,60,1
55,124592,1,5,0,5,0.95,5,7,73191,0,0,435554,30,1
51,176491,2,10,0,10,0.81,3,8,102550,0,2,322693,60,0
59,490113,0,8,3,5,0.82,3,17,183179,1,2,270362,30,0
64,493597,0,2,0,2,0.75,6,7,149396,1,2,476369,60,1
45,438353,0,10,3,7,0.95,5,20,60026,1,2,78798,60,0
51,480559,1,2,2,0,0.78,3,16,77059,1,0,421525,30,1
56,54887,1,9,0,9,0.56,4,7,196330,0,1,317201,90,0
36,57590,2,3,2,1,0.74,4,7,152385,0,2,482051,180,1
32,181354,3,1,0,1,0.51,1,1,66006,0,1,183757,30,0
40,83767,1,5,3,2,0.8,6,4,86968,1,0,368946,30,0
56,176893,1,4,3,1,0.52,1,12,29391,1,0,219859,180,1
27,107178,0,10,3,7,0.89,2,20,20219,0,2,104743,180,1
24,169899,1,5,0,5,0.55,0,13,61658,1,0,492608,90,0
20,246499,0,0,0,0,0.67,6,5,174769,1,1,473586,180,0
29,316240,3,1,0,1,0.73,1,18,153345,0,0,385777,90,0
55,171121,0,3,2,1,0.84,2,5,62788,1,2,153980,30,0
40,251325,0,5,2,3,0.76,1,4,41135,0,0,118912,90,0
61,498560,3,2,0,2,0.56,0,12,95745,1,0,43995,30,0
24,333781,3,7,3,4,0.79,4,18,20682,0,0,32129,180,0
41,306341,0,1,0,1,0.75,2,7,190963,0,2,262910,60,0
57,462072,2,10,0,10,0.68,3,5,175918,1,1,207925,30,1
28,449135,1,2,0,2,0.85,2,1,161784,0,0,205159,180,1
36,256063,1,4,0,4,0.89,0,16,80350,1,1,75699,60,1
22,84200,0,4,1,3,0.97,4,17,163816,1,2,184691,30,1
35,50039,0,8,2,6,0.98,7,11,159902,1,2,427491,30,0
26,388730,0,10,2,8,0.7,1,2,15098,0,1,222841,30,1
21,330021,0,2,1,1,0.98,2,9,47929,1,2,353593,90,1
62,37014,2,7,1,6,0.79,0,10,177051,0,1,344864,180,0
59,420254,0,0,0,0,0.56,7,3,79001,0,0,105183,60,0
51,295574,1,4,1,3,0.73,7,9,123593,1,1,421915,180,1
53,461390,2,8,0,8,0.56,0,18,170847,0,2,304965,90,1
30,398922,3,3,2,1,0.79,5,1,62617,0,2,179077,30,0
33,52224,2,10,0,10,0.58,3,9,127472,0,2,53274,90,0
28,66165,0,4,1,3,0.59,1,1,128409,1,1,72805,30,0
62,275541,1,2,2,0,0.72,1,12,168193,0,1,124177,60,1
31,185537,1,8,1,7,0.56,5,2,112691,1,2,396655,60,0
41,222017,3,8,2,6,0.75,2,8,85198,0,0,190057,60,0
47,480924,2,7,1,6,0.93,0,2,28315,0,1,156751,30,1
50,270134,0,2,2,0,0.62,1,16,150487,0,2,187498,90,0
27,458455,0,5,2,3,0.53,0,11,119535,0,2,31924,90,1
33,21785,1,1,0,1,0.89,0,17,93031,1,0,230490,60,0
32,478740,2,9,0,9,0.55,7,5,41248,1,1,322636,90,0
37,317411,0,6,3,3,0.65,3,0,95771,0,2,115127,180,0
52,474690,3,4,0,4,0.98,2,4,101096,0,2,417602,30,0
33,117764,0,10,2,8,0.71,5,11,99533,0,1,467058,60,0
27,107661,1,9,3,6,0.98,6,9,199532,1,2,91866,60,0
24,25209,3,5,1,4,0.62,7,4,33062,0,1,194796,60,0
43,120388,2,2,1,1,0.95,1,14,179057,1,2,134365,60,0
64,276119,3,0,0,0,0.72,6,20,198508,1,0,277671,60,1
20,204953,3,10,2,8,0.66,7,5,147595,1,1,485078,30,0
23,245689,0,8,1,7,0.92,3,18,20892,1,1,196998,180,1
58,290854,3,7,1,6,0.71,3,12,182339,0,1,206055,30,0
40,470171,2,4,0,4,0.85,4,11,149287,1,1,24958,30,1
27,415875,0,3,0,3,0.83,1,9,194589,1,1,438639,30,1
33,328299,0,10,0,10,0.75,0,16,137478,0,1,195339,60,0
47,493961,0,8,2,6,0.52,6,15,447,0,0,476267,60,0
42,117800,2,7,0,7,0.55,1,13,8006,1,1,446224,180,0
62,459180,0,5,0,5,0.78,1,9,41910,0,2,43528,180,0
18,488076,3,0,0,0,0.53,7,13,60950,0,1,296140,60,0
54,315933,2,3,0,3,0.84,5,17,4982,1,2,124626,180,1
52,151180,0,10,2,8,0.58,7,3,169242,0,1,496323,60,0
24,425878,3,3,2,1,0.99,2,2,276,0,0,337096,180,1
28,417712,0,3,2,1,0.72,5,2,152730,0,1,318241,90,0
31,204543,0,6,3,3,0.65,4,4,181747,1,2,495498,180,0
49,230639,0,3,2,1,0.51,3,9,1655,0,0,292944,90,0
55,214367,2,8,1,7,0.51,2,1,30405,1,0,12797,180,0
55,149151,3,2,1,1,0.88,5,15,32468,1,1,169897,30,0
25,309902,1,10,2,8,0.57,0,9,179836,1,1,318875,90,0
46,136554,3,6,0,6,0.93,6,3,131546,0,1,190754,180,0
61,160237,2,5,2,3,0.69,3,11,142306,0,2,444236,180,0
61,146392,2,10,2,8,0.75,3,4,158737,1,0,286987,60,0
52,345634,3,10,3,7,0.64,7,8,67816,0,0,412444,30,0
58,335152,1,9,3,6,0.71,6,18,114093,0,0,128668,30,0
58,446575,0,7,2,5,0.77,2,3,20176,1,2,219431,60,0
45,138458,0,10,1,9,0.74,2,20,83977,0,0,480407,180,0
44,296840,2,3,1,2,0.69,5,1,104104,1,2,234775,30,0
26,180065,3,1,0,1,0.9,0,16,170933,0,0,263990,60,0
45,303819,3,0,0,0,0.62,7,17,67477,1,1,288252,30,0
49,74557,2,5,0,5,0.95,5,9,116969,1,2,210696,90,1
21,307714,3,5,0,5,0.76,0,10,88582,0,0,228827,60,1
65,269261,3,3,3,0,0.98,0,5,104566,1,1,130443,180,1
58,129793,1,2,0,2,0.99,1,12,199007,0,0,36977,180,0
43,88090,2,9,0,9,0.56,6,13,178519,1,1,328664,30,0
32,326366,2,9,0,9,0.82,2,2,59066,1,0,267596,60,1
26,463571,2,1,1,0,0.93,0,19,171244,1,1,109470,90,0
53,362429,2,0,0,0,0.73,3,7,33303,0,1,229355,60,0
37,456907,0,10,1,9,0.7,5,10,87616,0,2,299035,90,0
62,382617,2,9,3,6,0.93,3,20,122483,1,1,97349,90,0
54,492072,1,0,0,0,0.66,2,18,100360,1,1,318233,180,0
56,236310,2,2,0,2,0.74,5,8,117887,1,1,121924,90,1
40,337435,0,5,3,2,0.77,7,19,127591,1,2,157424,60,0
21,93056,1,0,0,0,0.82,7,1,6712,1,0,377140,90,1
62,375856,0,7,1,6,0.78,4,9,31270,1,2,145347,180,0
57,318827,3,4,2,2,0.9,7,18,28418,1,1,441411,30,0
34,144037,1,7,3,4,0.62,4,12,96024,0,1,42073,180,0
22,181973,3,9,3,6,0.72,4,16,84234,1,0,363190,90,0
19,165279,1,5,2,3,0.55,1,19,184332,0,2,270429,90,0
51,196337,0,2,0,2,0.87,1,5,168680,0,2,56112,180,0
32,97418,2,4,1,3,0.66,0,17,55598,0,2,387581,180,0
50,136919,2,10,0,10,0.83,5,6,198389,0,0,62521,180,0
56,99911,2,3,0,3,0.81,0,18,113413,1,0,344265,180,1
39,118381,1,2,0,2,0.83,0,14,95826,0,1,206479,90,0
19,254234,2,0,0,0,0.78,0,8,193704,0,0,204942,30,1
20,213841,2,7,0,7,0.8,4,16,92286,0,2,111807,180,0
49,290769,1,6,2,4,0.5,0,14,113611,1,1,219203,90,1
37,228696,0,4,0,4,0.86,2,1,165349,1,0,422867,180,1
54,400097,2,7,1,6,0.98,7,0,51056,1,1,117230,180,1
24,206527,2,7,0,7,0.78,7,14,74372,0,1,13909,30,1
20,119547,2,9,0,9,0.75,5,10,96123,0,2,79616,90,0
60,174984,1,10,0,10,0.53,1,3,37775,0,1,492215,60,0
48,92610,3,0,0,0,0.55,2,1,127189,0,2,379570,90,1
22,229793,1,1,1,0,0.99,3,2,90528,1,0,444424,60,1
41,302472,0,9,2,7,0.89,7,2,49856,1,1,481380,90,0
18,499846,0,8,3,5,0.75,6,19,179799,1,2,381807,90,0
23,104751,3,8,2,6,0.78,1,13,137929,1,1,50916,180,0
26,154664,3,1,1,0,0.55,6,13,15249,0,1,369525,180,0
41,376020,1,4,2,2,0.79,0,4,161311,0,2,72623,180,1
42,325208,3,4,3,1,0.83,0,0,190327,0,2,400736,60,0
19,311018,1,7,1,6,0.76,0,8,124681,1,2,172383,180,0
49,77181,3,1,0,1,0.81,7,19,142485,0,0,31769,180,0
25,115023,0,5,2,3,0.67,7,13,97491,0,0,86064,60,1
56,253007,0,1,0,1,0.79,0,4,42258,0,2,340570,90,0
41,161341,1,9,1,8,0.89,2,5,17507,1,1,126168,90,0
62,103991,0,4,1,3,0.87,2,14,114148,1,0,419497,30,1
56,197733,2,3,3,0,0.59,7,13,70476,0,1,403366,30,0
64,76029,2,9,3,6,0.63,6,20,132504,1,1,497661,90,0
44,284031,0,0,0,0,0.73,7,8,103558,1,0,327698,30,1
26,247690,2,5,3,2,0.74,0,1,14197,1,0,85707,90,0
27,230652,2,0,0,0,0.76,6,5,178228,1,2,227763,60,1
54,122747,2,8,1,7,0.65,4,4,78773,1,2,58899,90,0
19,401959,0,2,1,1,0.51,4,14,158756,0,0,170510,30,1
54,358094,2,5,1,4,0.97,4,6,135156,0,0,62647,60,0
40,333354,1,10,3,7,0.78,6,2,132459,0,1,449446,180,0
29,192000,0,2,0,2,0.78,5,12,3471,0,1,477135,30,1
57,296776,1,1,1,0,0.92,5,10,45531,0,2,10652,180,0
38,496677,3,2,0,2,0.91,7,5,107098,0,0,467237,90,0
27,225988,1,7,0,7,0.55,0,1,2896,0,1,77764,30,0
63,327101,0,8,0,8,0.92,5,15,128726,0,0,435889,30,0
23,172837,3,1,1,0,0.61,4,19,104809,0,1,319829,180,0
30,101121,1,5,3,2,0.8,7,12,148280,1,1,202430,90,0
44,206856,2,9,2,7,0.77,4,20,90327,0,0,199920,30,0
33,274290,0,4,0,4,0.97,4,11,99763,0,1,330730,30,1
28,204895,3,8,3,5,0.79,7,12,194319,0,0,74017,90,0
62,146684,2,10,0,10,0.71,2,12,51843,0,0,319564,30,1
34,359463,1,0,0,0,0.69,4,20,19874,1,2,112880,60,1
60,139859,2,8,2,6,0.82,5,2,162444,1,0,427754,180,1
31,200753,2,4,3,1,0.74,0,20,87507,0,2,465507,180,1
22,359096,1,5,1,4,0.6,4,17,197742,0,1,135866,90,0
55,26074,1,1,0,1,0.5,6,19,5905,0,0,114285,180,0
33,218673,0,8,3,5,0.91,0,13,44732,1,1,412309,90,0
34,87603,1,3,1,2,0.68,7,3,161115,1,0,209503,180,0
54,248374,3,5,0,5,0.77,5,12,112592,1,1,17737,30,1
64,357211,3,4,2,2,0.56,2,5,145885,1,0,331032,180,1
34,448205,0,9,1,8,0.52,6,9,67002,0,2,256841,60,0
35,460351,0,5,2,3,0.67,4,19,134947,0,1,228962,90,0
41,435020,2,9,3,6,0.6,4,20,185080,0,1,353139,60,0
34,355359,2,2,0,2,0.79,1,11,28971,0,1,38302,180,0
34,430238,2,10,0,10,0.62,7,9,193883,0,1,312353,180,0
37,461956,0,2,2,0,0.55,3,0,87730,0,0,165376,180,0
35,473511,2,4,0,4,0.9,4,7,130650,0,2,341204,60,0
56,366652,0,1,1,0,0.59,5,5,128690,0,0,51738,30,1
46,171751,0,10,1,9,0.88,2,3,32555,1,2,483771,30,0
48,393482,2,10,0,10,0.87,3,14,5032,1,1,404997,60,1
55,235959,2,9,1,8,0.99,3,8,143586,1,1,209502,90,0
64,497232,2,6,1,5,0.8,6,11,135240,1,2,330200,60,1
64,238916,1,5,3,2,0.67,6,13,152201,0,0,490916,90,0
65,46509,1,1,0,1,0.82,1,0,50409,1,1,496861,60,0
55,173850,1,3,3,0,0.52,6,6,107696,0,2,343402,30,0
46,358819,2,1,1,0,0.67,3,1,186896,0,1,374846,30,0
63,487531,3,9,0,9,0.82,7,10,135844,0,0,247914,90,0
29,89065,2,2,1,1,0.91,6,2,180887,1,1,465329,180,0
53,21243,2,3,1,2,0.69,3,19,110168,0,2,181539,30,0
27,139952,0,4,1,3,0.74,4,11,199540,0,1,270622,180,0
62,155818,1,5,0,5,0.53,3,12,128785,1,1,73052,180,0
55,263260,2,7,2,5,0.73,6,0,98600,1,2,303335,30,1
57,186989,0,5,2,3,0.63,2,14,62844,1,2,358841,180,0
60,193941,2,7,2,5,0.57,7,17,152375,1,2,106374,180,1
65,358697,1,4,3,1,0.87,6,5,90100,1,1,210957,60,0
65,194666,3,0,0,0,0.7,0,4,25192,1,2,183763,180,1
56,384698,2,7,2,5,0.81,4,2,37805,0,0,417280,60,0
46,411514,0,4,2,2,0.91,6,0,74003,1,0,168866,180,1
63,322720,1,3,0,3,0.97,2,3,9222,0,0,464980,90,0
45,213763,2,10,3,7,0.97,6,2,48515,1,0,285027,90,1
25,314091,2,9,3,6,0.91,7,11,69453,0,1,373081,180,1
30,365407,2,3,3,0,0.61,3,3,112380,0,0,98454,60,1
61,395068,0,1,0,1,0.63,5,16,193524,1,0,362807,90,0
44,427587,1,8,2,6,0.86,0,19,20747,1,0,432959,30,0
55,360320,2,8,1,7,0.57,5,18,18912,0,1,452492,90,1
45,277544,3,7,2,5,0.72,5,4,120362,1,0,410450,30,0
30,270175,2,2,0,2,0.78,3,17,38311,1,1,206842,180,1
31,254566,1,5,1,4,0.68,4,14,144243,0,0,407459,60,0
61,429169,1,5,3,2,0.77,2,14,137038,1,0,263425,30,0
29,498054,1,8,3,5,0.8,7,14,148491,1,1,423632,90,0
61,398259,3,5,1,4,0.58,4,8,21866,1,1,480128,90,0
56,434590,0,5,1,4,0.78,5,16,87583,0,0,340607,30,0
54,453758,1,5,2,3,0.59,6,18,82728,0,0,147871,60,0
62,385304,2,6,1,5,0.52,5,1,78579,0,1,224347,180,0
26,378219,0,7,1,6,0.64,7,17,163945,1,0,195356,180,0
44,378539,2,10,2,8,0.77,2,2,30794,1,1,316677,180,0
64,406312,2,9,2,7,0.73,7,5,154040,1,0,241105,30,0
47,429578,0,5,0,5,0.63,7,11,68698,0,0,148804,30,0
34,459668,1,2,0,2,0.85,3,7,10804,0,2,416710,180,0
44,303364,3,2,0,2,0.61,5,5,107659,0,0,5946,90,1
31,397397,3,4,3,1,0.86,2,9,19715,0,2,310553,90,0
24,349105,1,0,0,0,0.62,1,5,97594,0,1,220456,180,0
26,113876,0,8,2,6,0.97,2,19,27033,0,0,257379,30,0
19,289065,2,3,2,1,0.94,1,7,16353,0,1,420369,60,1
56,287417,0,5,3,2,0.51,0,13,93978,0,1,280346,60,0
64,175875,3,0,0,0,0.7,7,5,78689,1,0,373288,90,1
37,185751,1,9,1,8,0.63,3,6,42423,0,0,341761,60,0
50,366870,2,3,1,2,0.61,1,18,99666,0,0,422295,30,0
39,273600,1,6,3,3,0.64,7,6,20016,0,2,203996,180,0
29,280175,0,7,3,4,0.58,0,16,18579,1,0,455674,90,0
56,451723,3,10,1,9,0.72,6,1,44137,0,0,436184,30,0
23,343434,3,9,0,9,0.55,7,16,62729,1,1,440496,90,0
25,137261,0,5,0,5,0.69,6,2,148287,0,0,26473,180,0
39,152246,2,4,1,3,0.51,2,19,161068,1,2,433488,90,0
33,299822,1,0,0,0,0.62,7,17,61754,1,1,206273,60,0
55,43205,2,9,0,9,0.97,5,11,142503,1,2,128266,60,0
41,190672,2,10,1,9,1.0,5,3,25995,0,1,280599,180,0
28,240169,1,5,0,5,0.81,2,0,197274,0,2,184403,180,0
47,103021,3,2,1,1,0.54,7,14,61137,0,2,402357,180,0
28,421258,1,7,0,7,0.81,0,5,31175,1,2,249340,60,1
19,118190,1,7,3,4,0.97,7,1,13595,1,2,316128,180,0
25,469503,3,3,2,1,0.88,5,0,160269,0,2,103141,180,0
64,362239,2,5,0,5,0.73,6,3,58512,0,2,400247,30,1
45,107693,3,4,0,4,0.53,2,5,81347,0,1,308622,90,1
64,492075,1,2,0,2,0.75,3,2,144547,0,1,170104,180,0
50,324153,3,4,0,4,0.87,6,4,183164,0,1,59561,60,0
50,215546,3,0,0,0,0.76,2,7,29458,1,1,341938,60,1
58,38880,1,8,1,7,0.58,2,0,187419,0,1,61158,30,1
53,280331,0,3,3,0,0.51,6,2,154511,0,2,363709,180,0
37,56040,2,10,2,8,0.87,0,2,160120,0,2,252923,60,0
43,125825,0,7,3,4,0.94,5,7,185597,0,2,340376,30,1
44,280488,3,5,0,5,0.95,6,6,49777,0,0,114914,90,0
58,412199,1,7,2,5,0.6,3,18,196684,1,2,314725,30,0
57,359738,1,0,0,0,0.94,4,20,20689,1,1,130944,60,1
64,262644,0,4,0,4,0.88,2,14,118213,1,2,371219,180,1
47,115148,3,3,0,3,0.79,3,13,121160,0,1,261900,180,0
36,260822,2,7,0,7,0.62,5,16,51001,0,1,36541,180,1
20,167950,0,1,1,0,0.96,4,16,164478,0,2,40242,60,0
22,47297,3,2,0,2,0.73,1,1,119686,1,0,402925,90,0
38,473890,2,5,0,5,0.7,3,5,126077,1,1,310727,30,1
52,331191,2,6,1,5,0.95,3,5,169143,1,1,288162,180,1
40,94970,1,9,2,7,0.79,3,3,161253,1,2,452959,30,0
32,440542,0,4,1,3,0.71,1,5,128348,0,0,462900,30,0
53,376607,2,8,1,7,0.92,6,1,150519,1,2,386257,180,0
47,181672,0,10,0,10,0.51,2,5,173470,1,0,461337,180,0
41,436618,2,4,2,2,0.92,3,7,135981,0,2,492214,180,0
34,414588,2,4,1,3,0.56,7,6,73467,1,2,25854,60,0
36,93809,3,4,3,1,0.77,5,3,188501,1,2,419254,180,0
54,96448,2,7,0,7,0.79,1,7,10768,0,0,176171,60,1
43,49735,2,7,1,6,0.52,2,9,194866,1,0,362288,30,0
47,430162,1,10,2,8,0.66,5,9,10534,0,0,41826,60,0
18,196955,0,7,3,4,0.54,1,2,75293,1,0,223798,180,1
54,166693,3,4,3,1,0.7,4,7,193619,0,2,325819,60,0
19,323763,3,9,0,9,0.64,2,12,195578,1,2,69272,60,0
28,150343,3,1,1,0,0.61,3,19,70120,0,1,479506,180,0
58,112687,1,1,1,0,0.78,1,19,122278,1,0,224380,30,0
33,476417,2,4,1,3,0.92,3,20,130188,1,0,484986,60,0
24,477815,2,0,0,0,0.96,4,11,165989,0,1,428672,180,0
52,139330,0,7,3,4,0.59,0,9,12016,0,2,176052,30,0
42,60018,2,9,0,9,0.56,0,9,63096,1,2,372051,60,0
59,416158,1,9,0,9,0.82,3,11,164782,0,0,198917,30,0
58,354861,1,2,2,0,0.62,7,4,100675,0,2,352055,30,0
18,414319,3,1,1,0,0.78,0,2,181919,1,0,87941,180,1
45,405609,3,8,0,8,0.5,6,14,58323,1,1,183111,90,0
47,498306,2,1,1,0,0.93,0,4,9304,0,0,283605,60,0
61,33626,0,5,0,5,0.93,2,17,165007,0,2,475176,180,0
21,187900,1,3,2,1,0.81,5,16,5619,0,2,104068,30,0
37,37987,0,6,3,3,0.85,6,5,328,0,0,191624,180,0
32,178700,1,10,1,9,0.97,6,11,31056,0,0,48308,30,1
32,103693,2,0,0,0,0.61,1,17,195458,1,1,24322,180,1
22,47065,0,3,3,0,0.79,6,6,86435,0,0,111521,30,0
47,181460,2,5,2,3,0.65,6,19,180352,1,0,63033,180,0
30,450595,1,6,0,6,0.79,7,3,154411,1,1,278916,180,1
64,212465,1,10,3,7,0.65,6,3,133857,0,1,86603,60,0
61,265290,3,4,0,4,0.57,6,8,29401,0,1,161154,90,1
42,60192,3,8,1,7,0.98,7,10,1733,1,2,20356,180,0
24,479537,2,5,1,4,0.62,0,20,30645,1,0,87489,30,1
58,392400,2,6,3,3,0.54,5,15,158865,0,2,251159,30,1
37,179470,1,6,1,5,0.9,0,1,168430,0,2,458777,180,0
58,270316,0,7,3,4,0.57,2,18,97660,0,0,427974,60,0
56,91360,0,4,3,1,0.61,6,0,136125,0,2,341069,30,0
62,39633,1,1,0,1,0.5,7,7,179820,1,2,185341,180,0
50,48626,0,1,0,1,0.92,2,5,65449,0,2,75696,30,0
60,146169,0,7,3,4,0.51,5,16,73491,0,1,109456,30,1
62,304154,2,6,1,5,0.9,5,19,154442,1,0,135816,60,0
37,442144,3,5,1,4,0.5,1,2,103455,0,0,369837,60,0
36,318533,3,3,0,3,0.65,0,8,144489,0,1,340166,180,0
27,233633,3,2,1,1,0.83,3,9,178710,0,1,185153,180,1
55,403514,3,10,3,7,0.63,6,13,130704,1,0,275818,180,0
